,type_true,R_MUC,P_MUC,F1_MUC,R_B3,P_B3,F1_B3,R_CEAF_E,P_CEAF_E,F1_CEAF_E,F1_CONLL,Support,step,config
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0,0,0,0.048780488,0.920101781,0.092649056,0.156582464,0.007638169,0.014565811,0.035738289,123,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.526641884,0.917926566,0.669291339,0.133947852,0.923383645,0.233957384,0.470693065,0.042256734,0.07755126,0.326933328,843,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.190273038,0.675757576,0.296937417,0.054768718,0.895460368,0.103223984,0.343588238,0.016554037,0.031586253,0.143915884,1217,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.096202532,0.603174603,0.165938865,0.062884415,0.928251408,0.117789198,0.244426903,0.014494318,0.027365862,0.103697975,417,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.117936118,0.64,0.199170124,0.033822087,0.923547401,0.065254431,0.270091953,0.008978126,0.017378571,0.093934375,419,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.047930283,0.511627907,0.087649402,0.03629954,0.947577913,0.069920582,0.168655879,0.006010009,0.011606426,0.056392137,475,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.186363636,0.872340426,0.307116105,0.050641243,0.966720779,0.096240947,0.226893584,0.008631821,0.016630943,0.139995998,454,init,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0,0,0,0.048780488,0.698003425,0.091188219,0.156582464,0.007638169,0.014565811,0.035251343,123,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.790582404,0.865671642,0.82642487,0.560279035,0.823632296,0.666898085,0.74732252,0.146215276,0.244578279,0.579300412,843,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.454778157,0.558115183,0.501175364,0.179134054,0.655693464,0.281392326,0.506669926,0.036480235,0.068060139,0.28354261,1217,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.098734177,0.348214286,0.153846154,0.063226998,0.827447382,0.117477308,0.244426903,0.014533492,0.027435673,0.099586378,417,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.316953317,0.583710407,0.410828025,0.077145815,0.751642172,0.13992975,0.338605455,0.014668828,0.028119484,0.192959087,419,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.047930283,0.194690265,0.076923077,0.03629954,0.827328621,0.069547635,0.168655879,0.006010009,0.011606426,0.052692379,475,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.204545455,0.882352941,0.332103321,0.066275691,0.966720779,0.12404706,0.264578313,0.010289157,0.019808002,0.158652794,454,step0,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0.555555556,0.261044177,0.355191257,0.194078109,0.280709498,0.229490272,0.316498509,0.035166501,0.063299702,0.215993744,123,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.898389095,0.760755509,0.823863636,0.637134565,0.682274489,0.658932358,0.740742801,0.283688732,0.410257552,0.631017849,843,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.651023891,0.475685786,0.549711816,0.207138675,0.459971059,0.285643548,0.49853368,0.061631911,0.109701788,0.31501905,1217,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.726582278,0.571713147,0.639910814,0.45450864,0.454966342,0.454737376,0.492706521,0.09344434,0.157094833,0.417247674,417,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.737100737,0.549450549,0.629590766,0.206224106,0.459792474,0.284738532,0.449807324,0.055646267,0.099040145,0.337789814,419,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.490196078,0.376254181,0.425733207,0.167507707,0.493810951,0.250158192,0.349962588,0.02382724,0.044616744,0.240169381,475,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step1,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0.555555556,0.209003215,0.303738318,0.194078109,0.231329537,0.211072835,0.316498509,0.035166501,0.063299702,0.192703618,123,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.898389095,0.74742268,0.815981992,0.637134565,0.670599995,0.653439084,0.740742801,0.283688732,0.410257552,0.626559542,843,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.661262799,0.463239689,0.544815466,0.210435994,0.442311839,0.285189247,0.501376931,0.064096483,0.113662277,0.314555663,1217,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.726582278,0.566074951,0.636363636,0.45450864,0.451207917,0.452852264,0.490123877,0.092954528,0.156271381,0.415162427,417,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.742014742,0.542190305,0.626556017,0.209145925,0.443176831,0.28418027,0.43023243,0.055513862,0.098338841,0.336358376,419,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.490196078,0.376254181,0.425733207,0.167507707,0.493810951,0.250158192,0.349962588,0.02382724,0.044616744,0.240169381,475,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step2,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0.555555556,0.207006369,0.30162413,0.194078109,0.229290934,0.210220145,0.316498509,0.035166501,0.063299702,0.191714659,123,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.898389095,0.744353183,0.814149354,0.637134565,0.667945172,0.652176177,0.740742801,0.283688732,0.410257552,0.625527694,843,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.66894198,0.465558195,0.549019608,0.215769574,0.439101949,0.289353979,0.5065446,0.066071035,0.116894908,0.318422831,1217,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.729113924,0.566929134,0.637873754,0.454622834,0.45066343,0.452634473,0.489492563,0.093642056,0.15720929,0.415905839,417,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.746928747,0.50921273,0.605577689,0.211540655,0.414479124,0.280116342,0.409295556,0.05397304,0.095369838,0.32702129,419,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.490196078,0.361155698,0.415896488,0.167507707,0.478301846,0.248120348,0.349962588,0.02382724,0.044616744,0.236211193,475,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step3,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0.581196581,0.165450122,0.257575758,0.216000292,0.180653299,0.196751857,0.362632362,0.042662631,0.076343655,0.176890423,123,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.899628253,0.703488372,0.789559543,0.637565925,0.631603638,0.634570777,0.740742801,0.286739149,0.413437843,0.612522721,843,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.701365188,0.471060172,0.563592732,0.278528136,0.375383491,0.319782856,0.400955106,0.059351907,0.103398165,0.328924584,1217,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.73164557,0.537174721,0.619506967,0.455176237,0.429027702,0.441715325,0.489492563,0.094463477,0.158365241,0.406529178,417,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.746928747,0.484076433,0.587439614,0.211540655,0.396147909,0.275803736,0.409295556,0.05397304,0.095369838,0.319537729,419,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.494553377,0.335302806,0.399647887,0.169144432,0.447159252,0.245445547,0.349962588,0.024135351,0.045156463,0.230083299,475,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.806818182,0.705765408,0.752916225,0.493086644,0.618135728,0.548575118,0.604104122,0.090940406,0.158083322,0.486524888,454,step4,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
EjVZkbHA2dGvkgMCCtQ5ry,ACTION,0.581196581,0.165450122,0.257575758,0.216000292,0.180653299,0.196751857,0.362632362,0.042662631,0.076343655,0.176890423,123,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
SDGMcpLE2tuwM2AvrCvzXw,ACTOR,0.899628253,0.703488372,0.789559543,0.637565925,0.631603638,0.634570777,0.740742801,0.286739149,0.413437843,0.612522721,843,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
YCg7uJTrqCH2bxdo4uqaZn,COUNTRY,0.701365188,0.471060172,0.563592732,0.278528136,0.375383491,0.319782856,0.400955106,0.059351907,0.103398165,0.328924584,1217,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
UMW5Hbxox3PJXsBggk9Ax2,EVENT,0.73164557,0.537174721,0.619506967,0.455176237,0.429027702,0.441715325,0.489492563,0.094463477,0.158365241,0.406529178,417,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
mcwCYnMimcFdCmSrzCMoWc,GROUP,0.746928747,0.484076433,0.587439614,0.211540655,0.396147909,0.275803736,0.409295556,0.05397304,0.095369838,0.319537729,419,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
jHSHWfzs4ZrunvAq2p6zG5,MISC,0.494553377,0.335302806,0.399647887,0.169144432,0.447159252,0.245445547,0.349962588,0.024135351,0.045156463,0.230083299,475,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
BmifvXARrz2iVifyrt4pGU,OBJECT,0.806818182,0.705765408,0.752916225,0.493086644,0.618135728,0.548575118,0.604104122,0.090940406,0.158083322,0.486524888,454,step5,NewsWCL_2019_annotated_one_doc_tca_orig_default_word2vec
