,type_true,R_MUC,P_MUC,F1_MUC,R_B3,P_B3,F1_B3,R_CEAF_E,P_CEAF_E,F1_CEAF_E,F1_CONLL,Support,step,config
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.926412615,0.585062241,0.717192269,0.805592836,0.534177023,0.642392691,0.85165054,0.431822809,0.57307326,0.644219407,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.688628159,0.363506432,0.475834113,0.252247972,0.360023827,0.296650214,0.586725547,0.083289115,0.145870992,0.30611844,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.794805195,0.293666027,0.428871759,0.534717704,0.207962154,0.299458897,0.470885444,0.123607429,0.195813749,0.308048135,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.834567901,0.539936102,0.655674103,0.285328563,0.412024446,0.337167379,0.380457294,0.076091459,0.126819098,0.373220193,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.762637363,0.333013436,0.463593854,0.363109608,0.240509747,0.289359177,0.344955697,0.052068784,0.090480183,0.281144405,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.799076212,0.546603476,0.649155722,0.411531769,0.488600978,0.446767047,0.555515978,0.08453504,0.14674007,0.414220947,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
hNUmpi2BkqvA29SPxEv8ai,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.17437156,0.006326406,0.012209825,0.057996782,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
hNUmpi2BkqvA29SPxEv8ai,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
hNUmpi2BkqvA29SPxEv8ai,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
hNUmpi2BkqvA29SPxEv8ai,ACTION,0.017391304,0.105263158,0.029850746,0.042901235,0.859286294,0.081722351,0.092115919,0.003903217,0.007489099,0.039687399,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.904073587,0.849382716,0.875875239,0.797402472,0.812942125,0.805097321,0.894336617,0.338906507,0.491543789,0.724172116,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.500902527,0.581151832,0.538051381,0.21293419,0.687252714,0.325131591,0.600037361,0.04918339,0.090914752,0.318032575,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.202597403,0.277580071,0.234234234,0.131805399,0.628430462,0.217907447,0.334323007,0.022217668,0.041666369,0.164602683,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.402469136,0.730941704,0.51910828,0.097787575,0.824218481,0.174832532,0.384829174,0.019161619,0.036505534,0.243482116,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.061538462,0.185430464,0.092409241,0.037580573,0.779528769,0.071704328,0.181755656,0.006624352,0.012782815,0.058965461,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
hNUmpi2BkqvA29SPxEv8ai,ACTION,0.017391304,0.064516129,0.02739726,0.042901235,0.783886881,0.081350262,0.092115919,0.003903217,0.007489099,0.03874554,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.91195795,0.798619102,0.851533742,0.798119705,0.755523789,0.776237826,0.889706987,0.359881478,0.512471225,0.713414264,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.637184116,0.529632408,0.578451454,0.240356219,0.555202089,0.335478301,0.590878599,0.068353565,0.122532428,0.345487395,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.207792208,0.219178082,0.213333333,0.132205382,0.547753443,0.213000995,0.304481738,0.020493963,0.038403102,0.154912477,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.8,0.692307692,0.742268041,0.273060282,0.549745804,0.364882435,0.457124153,0.072177498,0.124670223,0.4106069,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.063736264,0.138755981,0.087349398,0.037629381,0.706464742,0.071452872,0.181755656,0.006639476,0.012810971,0.057204414,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.286374134,0.642487047,0.396166134,0.11177922,0.857942175,0.197788989,0.348015721,0.015273417,0.029262583,0.207739235,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
hNUmpi2BkqvA29SPxEv8ai,ACTION,0.565217391,0.35326087,0.434782609,0.217975146,0.408464796,0.284257652,0.43099629,0.039907064,0.073050219,0.26403016,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
aB7jXHbGY7MGCJa4eUVX45,ACTOR,0.914586071,0.755700326,0.827586207,0.798217475,0.71282335,0.753107454,0.889706987,0.36397104,0.516604057,0.699099239,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
CmQPJwXD4iNmWRFzfEr9b2,COUNTRY,0.649819495,0.506685433,0.569395018,0.241198507,0.52298088,0.330137687,0.590878599,0.072058366,0.128451869,0.342661525,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
EjBPjiiDGsvGCV7dFiWrJZ,EVENT,0.646753247,0.388455538,0.485380117,0.357688016,0.38544233,0.371046891,0.530965746,0.083836697,0.14480884,0.333745283,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
AMszbgRLHa6hY47wHvGWzp,GROUP,0.804938272,0.672164948,0.73258427,0.273535609,0.526881384,0.360114345,0.457124153,0.075143696,0.129070349,0.407256321,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
WsWL4cqxevex9PpkxyGpWp,MISC,0.49010989,0.36738056,0.419962335,0.120932578,0.477752777,0.193009147,0.340608516,0.023694505,0.044306799,0.21909276,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
jH3XXGWMBDZkZobG4u8Csh,OBJECT,0.720554273,0.672413793,0.695652174,0.318086631,0.662225231,0.429750982,0.550644926,0.06118277,0.110128985,0.411844047,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_word2vec
g54LK9w6y8kLBBpphJS6n3,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.17437156,0.006326406,0.012209825,0.057996782,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
g54LK9w6y8kLBBpphJS6n3,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
g54LK9w6y8kLBBpphJS6n3,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
g54LK9w6y8kLBBpphJS6n3,ACTION,0.017391304,0.181818182,0.031746032,0.042901235,0.913953488,0.081955457,0.095959763,0.004066092,0.007801607,0.040501032,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.91195795,0.788636364,0.845825716,0.788582887,0.728231349,0.757206474,0.875862739,0.375369745,0.525517643,0.709516611,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.522563177,0.563777994,0.542388759,0.215836573,0.647380753,0.323738737,0.599435655,0.05217525,0.095995034,0.32070751,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.202597403,0.246835443,0.22253923,0.131805399,0.590552276,0.215510906,0.334323007,0.022217668,0.041666369,0.159905501,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.412345679,0.678861789,0.513056836,0.097191637,0.77838459,0.172806136,0.331938439,0.017022484,0.032384238,0.239415737,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.061538462,0.152173913,0.087636933,0.037580573,0.73674002,0.071513305,0.181755656,0.006624352,0.012782815,0.057311018,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.281755196,0.575471698,0.378294574,0.110940294,0.825538552,0.195595426,0.348015721,0.015178256,0.029087881,0.200992627,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
g54LK9w6y8kLBBpphJS6n3,ACTION,0.017391304,0.020833333,0.018957346,0.042901235,0.546316018,0.079555144,0.095959763,0.004066092,0.007801607,0.035438032,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.918528252,0.74282678,0.821386604,0.789386381,0.680128329,0.730695701,0.871233109,0.39701762,0.545467686,0.69918333,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.634476534,0.52190052,0.572708758,0.229655101,0.532302808,0.320873512,0.568876207,0.067902996,0.12132431,0.338302193,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.207792208,0.216802168,0.212201592,0.132205382,0.540760239,0.212466764,0.304647369,0.0204396,0.038308951,0.154325769,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.716049383,0.687203791,0.701330109,0.217781601,0.606963261,0.320548662,0.38795478,0.044337689,0.079580468,0.367153079,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.063736264,0.093548387,0.075816993,0.037636446,0.605775951,0.070869799,0.180735352,0.00663249,0.012795423,0.053160739,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.284064665,0.358600583,0.317010309,0.111219936,0.644741092,0.18971365,0.342117104,0.014967623,0.028680476,0.178468145,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
g54LK9w6y8kLBBpphJS6n3,ACTION,0.591304348,0.165450122,0.258555133,0.183389782,0.145293604,0.162133917,0.341795004,0.035603646,0.064489623,0.161726225,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
cbKxXJLdhCfuXjEN2rtWV9,ACTOR,0.922470434,0.622892635,0.743644068,0.789543898,0.569290709,0.661566909,0.871233109,0.418191893,0.565124179,0.656778385,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
99Gdi9Lg5tByLNhpoWmT4X,COUNTRY,0.670577617,0.408017573,0.507340389,0.233661105,0.396099118,0.293930782,0.547186536,0.076708393,0.134554066,0.311941746,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
i6fzXtUyusxVyXwp3o56Wx,EVENT,0.761038961,0.328107503,0.458528951,0.504394171,0.204791323,0.291307564,0.383278569,0.090436516,0.146342726,0.298726414,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
7GhLrabYThzUmMi7uPqg2K,GROUP,0.725925926,0.450920245,0.556291391,0.217978165,0.413172032,0.285391597,0.38795478,0.046554574,0.083133167,0.308272052,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
4ZQkRHDPrbBp64qqJ3wwMA,MISC,0.604395604,0.262154433,0.365691489,0.181003187,0.233819495,0.204048986,0.317004242,0.030927243,0.05635631,0.208698928,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
kEVMjCkbpsdDwstKBtLj4U,OBJECT,0.801385681,0.431055901,0.560581583,0.425902665,0.362344376,0.39156109,0.577972417,0.086080998,0.149844701,0.367329125,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_fasttext
VZAvK2FU22emjJUMLXFcne,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.173950107,0.006311115,0.012180314,0.057986945,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
VZAvK2FU22emjJUMLXFcne,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
VZAvK2FU22emjJUMLXFcne,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
